03:00:53, 23
03:00:54, 65
03:00:55, 66
03:00:56, 61
03:00:57, 67
03:00:58, 69
03:01:05, 97
03:01:06, 2
03:01:07, 39
03:01:08, 83
03:01:09, 46
03:01:11, 59
03:01:12, 92
03:01:13, 2
03:05:46, 49
03:05:47, 23
03:05:48, 38
03:05:49, 62
03:05:50, 99
03:08:56, 36
03:08:57, 55
03:08:58, 76
03:09:00, 25
03:09:01, 8
03:09:02, 13
03:09:03, 91
03:09:04, 94
03:09:05, 63
03:09:06, 98
03:09:07, 60
03:09:08, 6
03:09:09, 24
03:09:10, 9
03:18:28, 66
03:18:29, 51
03:18:30, 26
03:18:31, 48
03:18:32, 20
03:18:33, 39
03:18:34, 98
03:18:35, 65
03:18:36, 90
03:18:37, 11
03:18:38, 88
03:18:39, 23
03:18:40, 73
03:18:41, 39
03:18:42, 8
03:18:43, 69
03:19:27, 26
03:19:29, 3
03:19:30, 58
03:19:31, 32
03:19:32, 65
03:19:33, 33
03:19:34, 0
03:19:35, 40
03:19:36, 1
03:19:37, 32
03:19:38, 45
03:19:39, 21
03:19:40, 74
03:19:41, 78
03:20:23, 17
03:20:24, 87
03:20:25, 33
03:20:26, 35
03:20:27, 24
03:20:28, 14
03:20:29, 23
03:20:30, 8
03:20:31, 42
03:20:33, 65
03:20:34, 78
03:20:35, 75
03:20:36, 43
03:20:37, 61
03:20:38, 24
03:20:39, 100
03:24:53, 38
03:24:54, 7
03:24:55, 85
03:24:56, 33
03:24:57, 21
03:24:58, 83
03:24:59, 6
03:25:00, 1
03:25:35, 46
03:25:36, 77
03:25:37, 19
03:25:38, 56
03:25:39, 77
03:25:40, 47
03:25:41, 13
03:26:11, 75
03:26:12, 36
03:26:13, 53
03:26:14, 31
03:26:15, 27
03:26:16, 77
03:26:17, 99
03:26:18, 74
03:26:19, 45
03:32:41, 49
03:32:42, 0
03:32:43, 58
03:32:44, 23
03:32:45, 15
03:32:46, 88
03:32:47, 47
03:32:48, 72
03:32:49, 7
03:32:50, 5
03:32:51, 29
03:32:52, 83
03:32:53, 27
03:32:54, 91
03:32:55, 66
03:34:15, 70
03:34:16, 90
03:34:17, 10
03:34:18, 49
03:34:19, 11
03:34:20, 96
03:34:21, 32
03:34:22, 55
03:34:23, 42
03:34:24, 17
03:34:25, 26
03:34:26, 61
03:34:27, 41
03:34:28, 19
03:34:29, 8
03:34:30, 62
03:34:31, 82
03:34:32, 43
03:34:33, 75
03:34:34, 97
03:34:35, 82
03:34:36, 9
03:34:37, 79
03:34:38, 84
03:34:39, 34
03:34:41, 93
03:34:42, 85
03:34:43, 47
03:34:44, 77
03:34:45, 46
03:34:46, 51
03:34:47, 98
03:34:48, 69
03:34:49, 45
03:34:50, 53
03:34:51, 68
03:34:52, 38
03:34:53, 10
03:34:54, 68
03:34:55, 3
03:34:56, 2
03:34:57, 50
03:34:58, 76
03:34:59, 95
03:35:00, 55
03:35:01, 86
03:35:02, 14
03:35:03, 37
03:35:04, 24
03:35:05, 3
03:35:06, 51
