03:00:53, 18
03:00:54, 21
03:00:55, 32
03:00:56, 13
03:00:57, 69
03:00:58, 8
03:01:05, 70
03:01:06, 85
03:01:07, 45
03:01:08, 29
03:01:10, 35
03:01:11, 38
03:01:12, 4
03:01:13, 75
03:05:46, 22
03:05:47, 78
03:05:48, 56
03:05:50, 82
03:05:51, 32
03:08:56, 53
03:08:58, 72
03:08:59, 71
03:09:00, 67
03:09:01, 56
03:09:02, 3
03:09:03, 69
03:09:04, 93
03:09:05, 99
03:09:06, 58
03:09:07, 71
03:09:08, 42
03:09:09, 81
03:09:10, 10
03:18:28, 55
03:18:29, 46
03:18:30, 6
03:18:31, 37
03:18:32, 89
03:18:33, 42
03:18:34, 91
03:18:35, 80
03:18:36, 20
03:18:37, 76
03:18:38, 22
03:18:39, 79
03:18:41, 4
03:18:42, 51
03:18:43, 94
03:18:44, 4
03:19:28, 51
03:19:29, 30
03:19:30, 64
03:19:31, 94
03:19:32, 88
03:19:33, 27
03:19:34, 24
03:19:35, 87
03:19:36, 87
03:19:37, 32
03:19:38, 54
03:19:39, 68
03:19:40, 2
03:19:41, 35
03:20:23, 92
03:20:24, 76
03:20:25, 63
03:20:26, 39
03:20:27, 61
03:20:29, 47
03:20:30, 20
03:20:31, 74
03:20:32, 4
03:20:33, 86
03:20:34, 88
03:20:35, 94
03:20:36, 30
03:20:37, 25
03:20:38, 1
03:20:39, 46
03:24:53, 19
03:24:54, 48
03:24:55, 42
03:24:56, 8
03:24:57, 83
03:24:58, 35
03:24:59, 84
03:25:00, 54
03:25:35, 13
03:25:36, 59
03:25:37, 70
03:25:38, 85
03:25:39, 31
03:25:40, 46
03:25:41, 16
03:26:11, 40
03:26:12, 51
03:26:13, 100
03:26:14, 99
03:26:15, 78
03:26:16, 84
03:26:17, 93
03:26:18, 62
03:26:19, 24
03:32:41, 76
03:32:42, 62
03:32:43, 80
03:32:44, 19
03:32:45, 93
03:32:46, 52
03:32:47, 43
03:32:48, 38
03:32:49, 60
03:32:50, 23
03:32:51, 90
03:32:52, 55
03:32:53, 73
03:32:54, 66
03:32:55, 14
03:34:15, 34
03:34:16, 58
03:34:17, 1
03:34:18, 86
03:34:19, 45
03:34:20, 47
03:34:21, 55
03:34:22, 72
03:34:23, 17
03:34:24, 97
03:34:25, 2
03:34:26, 4
03:34:27, 60
03:34:28, 90
03:34:29, 24
03:34:30, 61
03:34:31, 100
03:34:32, 59
03:34:33, 81
03:34:34, 2
03:34:35, 64
03:34:37, 13
03:34:38, 91
03:34:39, 56
03:34:40, 4
03:34:41, 38
03:34:42, 96
03:34:43, 98
03:34:44, 15
03:34:45, 65
03:34:46, 40
03:34:47, 84
03:34:48, 74
03:34:49, 46
03:34:50, 100
03:34:51, 82
03:34:52, 26
03:34:53, 29
03:34:54, 60
03:34:55, 2
03:34:56, 22
03:34:57, 74
03:34:58, 95
03:34:59, 7
03:35:00, 41
03:35:01, 15
03:35:02, 21
03:35:03, 48
03:35:04, 55
03:35:05, 32
03:35:06, 17
03:35:07, 94
03:35:08, 36
03:35:09, 27
03:35:10, 61
03:35:11, 90
03:35:12, 50
03:35:13, 41
03:35:14, 93
03:35:15, 83
03:35:16, 74
03:35:18, 99
03:35:19, 7
03:35:20, 70
03:35:21, 29
03:35:22, 40
03:35:23, 52
03:35:24, 79
03:35:25, 62
03:35:26, 99
03:35:27, 79
03:35:28, 28
03:35:29, 21
03:35:30, 1
03:35:31, 50
03:35:32, 0
03:35:33, 51
03:35:34, 74
03:35:35, 73
03:35:36, 12
03:35:37, 58
03:35:38, 89
03:35:39, 62
03:35:40, 13
03:35:41, 66
03:35:42, 56
03:35:43, 82
03:35:44, 54
03:35:45, 62
03:35:46, 38
03:35:47, 89
03:35:48, 40
03:35:49, 97
03:35:50, 7
03:35:51, 59
03:35:52, 11
03:35:53, 51
03:35:54, 83
03:35:55, 24
03:35:56, 81
03:35:57, 40
03:35:58, 7
03:35:59, 4
03:36:03, 96
03:36:04, 82
03:36:05, 75
03:36:06, 30
03:36:07, 79
03:36:08, 48
03:36:09, 50
03:36:10, 57
03:36:11, 2
03:38:35, 72
03:38:36, 45
03:38:37, 6
03:38:38, 65
03:38:39, 13
03:38:40, 3
03:38:41, 8
03:41:10, 13
03:41:11, 50
03:41:12, 14
03:41:13, 51
03:41:14, 36
03:41:15, 76
03:41:16, 97
03:41:17, 22
03:41:19, 5
03:41:20, 98
03:41:21, 68
03:41:22, 0
03:41:23, 70
03:41:24, 48
03:41:25, 40
03:41:26, 32
03:41:27, 69
03:41:28, 22
03:41:29, 29
03:41:30, 4
03:41:31, 63
03:41:32, 69
03:41:33, 61
03:41:34, 86
03:41:35, 91
03:41:52, 49
03:41:53, 25
03:41:54, 95
03:41:55, 8
03:41:57, 69
03:41:58, 53
03:48:03, 28
03:48:04, 0
03:48:06, 47
03:48:07, 70
03:48:08, 9
03:48:09, 36
03:48:10, 50
03:48:11, 53
03:48:12, 4
03:48:13, 25
03:48:14, 37
03:48:15, 43
03:48:16, 47
03:48:17, 41
03:48:18, 15
03:48:19, 83
03:48:20, 14
03:48:21, 53
03:48:22, 9
03:48:23, 75
03:48:24, 92
03:48:25, 91
03:48:26, 90
03:48:27, 59
03:48:28, 24
03:48:29, 13
03:49:54, 63
03:49:55, 40
03:49:56, 11
03:49:57, 68
03:49:58, 42
03:49:59, 43
03:50:00, 89
03:50:01, 21
03:50:02, 82
03:50:03, 10
03:50:04, 30
03:50:05, 22
03:50:06, 52
03:50:07, 95
03:50:32, 6
03:50:33, 16
03:50:34, 83
03:50:35, 38
03:50:36, 18
03:50:37, 60
03:50:38, 84
03:50:39, 13
03:50:40, 16
03:50:41, 60
03:50:57, 31
03:50:58, 31
03:50:59, 49
03:51:00, 79
03:51:01, 84
03:51:02, 67
03:51:03, 1
03:51:04, 70
03:51:05, 76
03:51:06, 54
03:51:07, 80
03:51:08, 86
03:51:09, 91
03:51:10, 100
03:51:11, 60
03:51:12, 94
03:51:13, 69
03:51:14, 73
03:51:15, 73
03:51:16, 43
03:51:17, 46
03:51:18, 10
03:51:20, 37
03:51:21, 49
03:51:22, 71
03:58:50, 84
03:58:51, 43
03:58:52, 51
03:58:53, 4
03:58:54, 8
03:58:55, 55
03:58:56, 58
03:58:57, 69
03:58:58, 13
03:58:59, 73
03:59:00, 38
03:59:01, 22
03:59:02, 92
03:59:03, 85
03:59:04, 79
03:59:05, 61
03:59:06, 88
03:59:07, 28
03:59:08, 23
03:59:09, 65
03:59:10, 56
03:59:11, 51
03:59:12, 80
03:59:13, 9
03:59:14, 71
03:59:15, 64
03:59:16, 71
03:59:17, 76
03:59:18, 72
03:59:19, 16
03:59:21, 76
03:59:22, 22
03:59:23, 27
03:59:24, 88
03:59:25, 75
03:59:26, 12
03:59:27, 61
03:59:28, 55
03:59:29, 51
03:59:30, 47
03:59:31, 27
03:59:32, 1
03:59:33, 90
03:59:34, 19
03:59:35, 25
03:59:36, 28
03:59:37, 73
03:59:38, 60
03:59:39, 57
03:59:40, 1
03:59:41, 32
03:59:42, 38
03:59:43, 68
03:59:44, 97
03:59:45, 50
03:59:46, 46
03:59:47, 27
03:59:48, 82
03:59:49, 37
03:59:50, 41
03:59:51, 96
03:59:52, 69
03:59:53, 62
03:59:54, 27
03:59:55, 88
03:59:56, 35
03:59:57, 51
03:59:58, 19
03:59:59, 71
04:00:00, 48
04:00:01, 76
04:00:02, 47
04:00:03, 49
04:00:05, 73
04:00:06, 66
04:00:07, 5
04:00:08, 38
04:00:09, 19
04:00:10, 83
04:00:11, 88
04:00:12, 13
04:00:13, 73
04:00:14, 94
04:00:15, 33
04:00:16, 74
04:00:17, 86
04:00:18, 30
04:00:19, 3
04:00:20, 92
04:00:21, 16
04:00:22, 1
04:00:23, 98
04:00:24, 100
04:00:25, 21
04:00:26, 55
04:00:27, 5
04:00:28, 15
04:00:29, 34
04:00:30, 24
04:00:31, 90
04:00:32, 11
04:00:33, 76
04:00:34, 62
04:00:35, 17
04:00:36, 97
04:00:37, 16
04:00:38, 99
04:00:39, 83
04:00:40, 97
04:00:41, 63
04:00:42, 59
04:00:43, 77
04:00:45, 15
04:00:46, 56
04:00:47, 40
04:00:48, 39
04:00:49, 28
04:00:50, 74
04:00:51, 52
04:00:52, 40
04:00:53, 86
04:00:54, 37
04:00:55, 65
04:00:56, 72
04:00:57, 12
04:00:58, 7
04:00:59, 79
04:01:00, 17
04:01:01, 60
04:01:02, 44
04:01:03, 41
04:01:04, 35
04:01:05, 8
04:01:06, 19
04:01:07, 31
04:01:08, 9
04:01:09, 42
04:01:10, 78
04:01:11, 89
04:01:12, 23
04:01:13, 13
04:01:14, 83
04:01:15, 98
04:01:16, 92
04:01:17, 41
04:01:18, 48
